87,Up,10,-0.431515,-0.455565,0.167300
87,Up,20,-0.491600,-0.326770,0.297804
87,Up,30,-0.548366,-0.225863,0.298466
87,Up,40,-0.440452,-0.219254,-0.381594
87,Up,50,-0.271846,-0.099887,-0.463800
87,Up,60,-0.455893,-0.032927,0.175241
87,Up,70,-0.766349,-0.102254,0.873193
87,Up,80,-0.855072,-0.063843,1.052300
87,Up,90,-0.624274,-0.096540,0.769676
87,Up,100,-0.338645,-0.138362,0.457312
87,Up,110,-0.192714,-0.109435,0.304257
87,Up,120,-0.121888,-0.100547,0.264475
87,Up,130,-0.138451,-0.015943,0.185153
87,Up,140,-0.196653,-0.010107,-0.051210
87,Up,150,-0.394618,0.053688,-0.209199
87,Up,160,-0.551628,0.067584,-0.229404
87,Up,170,-0.587593,0.062947,-0.200879
87,Up,180,-0.580065,0.089105,-0.084022
87,Up,190,-0.540177,0.017695,0.101809
87,Up,200,-0.348953,-0.016394,0.255930
87,Up,210,-0.093430,-0.014160,0.302137
87,Up,220,0.060881,-0.018350,0.408627
87,Up,230,0.101628,-0.074810,0.578661
87,Up,240,0.006337,-0.087958,0.643043
87,Up,250,-0.214908,-0.019039,0.597682
87,Up,260,-0.429992,0.065088,0.492082
87,Up,270,-0.577202,0.063069,0.327112
87,Up,280,-0.611538,0.009276,0.221893
87,Up,290,-0.430889,-0.037310,0.111226
87,Up,300,-0.182788,-0.049683,-0.024178
87,Up,310,-0.098103,-0.036976,0.002364
87,Up,320,-0.157262,0.013706,0.118857
87,Up,330,-0.220282,0.059666,0.147309
87,Up,340,-0.246139,0.039824,0.099964
87,Up,350,-0.317113,0.070858,0.140215
87,Up,360,-0.383191,0.120187,0.221275
87,Up,370,-0.313836,0.048732,0.222375
87,Up,380,-0.275118,0.025552,0.198042
87,Up,390,-0.399923,0.072905,0.226720
87,Up,400,-0.404307,0.026145,0.099211
87,Up,410,-0.272536,-0.031139,-0.206791
87,Up,420,-0.230484,-0.020344,-0.270122
87,Up,430,-0.345398,0.044104,-0.012641
87,Up,440,-0.550507,0.174870,0.244287
87,Up,450,-0.652897,0.318484,0.421857
87,Up,460,-0.570545,0.291270,0.884232
87,Up,470,-0.653873,-0.076410,2.739916
87,Up,480,-0.901198,-0.728104,7.118269
87,Up,490,-0.099010,-2.070730,13.931955
87,Up,500,2.402943,-4.987286,22.234581
87,Up,510,4.885362,-8.978786,29.611441
87,Up,520,4.249249,-12.621012,33.130112
87,Up,530,-0.488756,-14.775170,30.650541
87,Up,540,-5.592027,-15.095822,22.847498
87,Up,550,-7.057892,-14.184111,13.745054
87,Up,560,-5.313468,-13.176095,6.242070
87,Up,570,-3.608300,-11.544321,-1.466936
87,Up,580,-1.896743,-9.480829,-9.499496
87,Up,590,-0.694643,-7.820350,-14.375547
87,Up,600,-1.381477,-6.692542,-16.998861
87,Up,610,-2.797849,-5.438715,-18.984512
87,Up,620,-3.432839,-4.622531,-20.531775
87,Up,630,-2.870579,-4.183046,-21.145348
87,Up,640,-1.781460,-3.868505,-19.473465
87,Up,650,-0.972197,-3.457618,-16.184320
87,Up,660,-0.647591,-3.119645,-12.643081
87,Up,670,-0.705258,-2.778965,-9.431224
87,Up,680,-0.692323,-2.409530,-6.422976
87,Up,690,-0.780899,-2.026807,-3.957106
87,Up,700,-0.790159,-1.652111,-1.984574
87,Up,710,-0.416272,-1.259103,-0.335555
87,Up,720,0.031669,-0.914373,0.585408
87,Up,730,0.431014,-0.645637,0.845104
87,Up,740,0.807976,-0.427751,0.950273
87,Up,750,0.936144,-0.305476,0.947605
87,Up,760,0.864710,-0.253706,0.941230
87,Up,770,0.658007,-0.277059,1.028761
87,Up,780,0.295571,-0.416615,0.673014
87,Up,790,-0.154771,-0.423171,-0.159332
87,Up,800,-0.432865,-0.466367,-1.224675
87,Up,810,-0.580546,-0.506914,-1.910187
87,Up,820,-0.574222,-0.500673,-1.998124
87,Up,830,-0.789651,-0.449300,-1.632398
87,Up,840,-1.013627,-0.399821,-1.028321
87,Up,850,-1.111887,-0.348648,-0.362480
87,Up,860,-1.103562,-0.339130,-0.032016
87,Up,870,-1.141293,-0.229768,-0.138519
87,Up,880,-1.092918,-0.095291,-0.310221
87,Up,890,-0.908834,0.007849,-0.438953
87,Up,900,-0.673050,0.052490,-0.558192
87,Up,910,-0.473965,0.119752,-0.401225
87,Up,920,-0.437856,0.139846,-0.096856
87,Up,930,-0.416542,0.133995,0.087909
87,Up,940,-0.418543,0.167063,0.155469
87,Up,950,-0.454637,0.147913,0.008216
87,Up,960,-0.343961,0.149817,-0.079734
87,Up,970,-0.160542,0.172919,-0.066283
87,Up,980,-0.092836,0.176538,-0.084837
87,Up,990,-0.093330,0.185899,-0.121843
87,Up,1000,-0.184007,0.182784,-0.161156
87,Up,1010,-0.360739,0.248618,-0.021597
87,Up,1020,-0.469193,0.187959,0.138778
87,Up,1030,-0.433628,0.191898,0.269027
87,Up,1040,-0.352047,0.224377,0.353399
87,Up,1050,-0.322708,0.226618,0.364525
87,Up,1060,-0.223316,0.213046,0.222872
87,Up,1070,-0.275361,0.207778,-0.036324
87,Up,1080,-0.366401,0.226099,-0.278770
87,Up,1090,-0.281328,0.189395,-0.248196
87,Up,1100,-0.312186,0.150877,0.042690
87,Up,1110,-0.488311,0.154979,0.160698
87,Up,1120,-0.634767,0.178990,0.115643
87,Up,1130,-0.465781,0.164924,0.075838
87,Up,1140,-0.211476,0.141433,0.080059
87,Up,1150,-0.111574,0.146744,-0.008117
87,Up,1160,-0.186356,0.171349,-0.261239
87,Up,1170,-0.322264,0.218327,-0.302236
87,Up,1180,-0.511483,0.232268,-0.105499
87,Up,1190,-0.630471,0.233589,0.160195
87,Up,1200,-0.524736,0.162645,0.348142
87,Up,1210,-0.409835,0.116545,0.362190
87,Up,1220,-0.437458,0.106786,0.260270
87,Up,1230,-0.566360,0.158933,0.204035
87,Up,1240,-0.655090,0.141087,0.181456
87,Up,1250,-0.581871,0.141935,0.067120
87,Up,1260,-0.468704,0.151216,-0.048826
87,Up,1270,-0.309466,0.153198,-0.200397
87,Up,1280,-0.229233,0.133154,-0.447639
87,Up,1290,-0.332707,0.144066,-0.461117
87,Up,1300,-0.556157,0.125234,-0.169781
87,Up,1310,-0.621733,0.078096,0.085798
87,Up,1320,-0.580596,0.034977,0.211577
87,Up,1330,-0.504234,-0.026997,0.246283
87,Up,1340,-0.506588,-0.024152,0.076614
87,Up,1350,-0.494173,-0.004193,-0.134702
87,Up,1360,-0.526982,0.014278,-0.151960
87,Up,1370,-0.619118,0.011879,-0.237481
87,Up,1380,-0.628867,0.046499,-0.330574
87,Up,1390,-0.441782,0.081772,-0.360342
87,Up,1400,-0.226549,0.097617,-0.216713
87,Up,1410,-0.217944,0.099521,0.019996
87,Up,1420,-0.342330,0.102032,0.256085
87,Up,1430,-0.597998,0.096952,0.318631
87,Up,1440,-0.835681,0.148388,0.294114
87,Up,1450,-0.780037,0.127342,0.242876
87,Up,1460,-0.576511,0.076391,0.169001
87,Up,1470,-0.464286,0.094512,0.058110
87,Up,1480,-0.330166,0.081460,-0.114953
87,Up,1490,-0.204905,0.122757,-0.174563
87,Up,1500,-0.274426,0.150970,-0.212770
87,Up,1510,-0.322172,-0.034064,-0.108804
87,Up,1520,-0.468472,-0.087992,-0.465046
87,Up,1530,-0.425792,0.035150,-0.820453
87,Up,1540,-0.300668,0.068671,-0.784783
87,Up,1550,-0.204617,0.020215,-0.249033
87,Up,1560,-0.150782,0.067607,0.167236
87,Up,1570,-0.072485,-0.027912,0.331510
87,Up,1580,0.089578,-0.115283,0.441187
87,Up,1590,-0.200984,-0.061218,0.203410
87,Up,1600,-0.044847,-0.278134,0.201978
87,Up,1610,0.607568,-0.515821,0.268368
87,Up,1620,-0.081779,0.170008,-0.022671
87,Up,1630,-0.366849,0.185872,0.165808
87,Up,1640,-0.180874,0.059865,0.511793
87,Up,1650,-0.092897,0.141390,0.431808
87,Up,1660,-0.081496,0.079496,0.366734
87,Up,1670,-0.044281,0.019489,0.500524
87,Up,1680,-0.066721,0.029849,0.541994
87,Up,1690,-0.103157,-0.012287,0.440807
