9,Up,476010,0.030391,-0.097137,-0.158185
9,Up,476020,-0.013221,-0.081170,-0.157520
9,Up,476030,-0.068178,-0.059103,-0.106639
9,Up,476040,-0.147424,-0.023677,-0.082211
9,Up,476050,-0.142552,-0.030811,-0.098547
9,Up,476060,-0.048221,0.000512,-0.198761
9,Up,476070,0.004514,0.014847,-0.243909
9,Up,476080,-0.001402,0.032735,-0.274806
9,Up,476090,-0.036345,0.014112,-0.195738
9,Up,476100,-0.077614,-0.017801,-0.210164
9,Up,476110,-0.088246,-0.042355,-0.186324
9,Up,476120,-0.058829,-0.054592,-0.016505
9,Up,476130,-0.085419,-0.054786,0.009609
9,Up,476140,-0.132246,-0.097447,-0.016746
9,Up,476150,-0.164176,-0.093906,-0.062095
9,Up,476160,-0.225654,-0.102965,-0.124148
9,Up,476170,-0.208563,-0.100562,-0.166992
9,Up,476180,-0.176705,-0.114318,-0.054277
9,Up,476190,-0.093468,-0.162428,0.015165
9,Up,476200,-0.097685,-0.163738,0.462766
9,Up,476210,-0.306972,-0.293951,1.362863
9,Up,476220,-0.499661,-0.721092,2.684350
9,Up,476230,-0.943815,-1.252635,5.715359
9,Up,476240,-1.497134,-2.165301,11.376790
9,Up,476250,-1.090716,-3.332561,15.349214
9,Up,476260,-0.080656,-4.928854,18.673588
9,Up,476270,1.338119,-7.007833,20.622107
9,Up,476280,0.970209,-9.199088,21.827686
9,Up,476290,0.004679,-11.505106,21.600012
9,Up,476300,-0.822553,-12.478231,18.219410
9,Up,476310,-1.430755,-11.740533,14.610863
9,Up,476320,-1.546515,-10.847498,11.584229
9,Up,476330,-0.279248,-11.245544,8.837444
9,Up,476340,0.355364,-11.757999,5.542654
9,Up,476350,0.709098,-11.994644,2.132816
9,Up,476360,0.462264,-11.429192,-0.883553
9,Up,476370,-0.431820,-10.291985,-2.413181
9,Up,476380,-1.338756,-10.321416,-5.272594
9,Up,476390,-1.419409,-10.726041,-9.499701
9,Up,476400,-2.039986,-9.966909,-12.382750
9,Up,476410,-2.034889,-9.264030,-14.064672
9,Up,476420,-0.444835,-8.737684,-14.491430
9,Up,476430,-0.659963,-8.507771,-14.849354
9,Up,476440,-1.141671,-6.760521,-14.844512
9,Up,476450,-0.523086,-6.170568,-14.165908
9,Up,476460,0.391222,-6.091293,-13.575172
9,Up,476470,0.833512,-5.761574,-12.795710
9,Up,476480,0.453950,-5.422951,-10.743726
9,Up,476490,-0.644691,-4.902670,-8.776378
9,Up,476500,-0.919026,-4.607867,-7.002122
9,Up,476510,-0.488136,-4.462865,-5.804381
9,Up,476520,-0.129874,-4.076930,-5.081160
9,Up,476530,0.035192,-3.534839,-4.652885
9,Up,476540,0.117068,-2.855820,-4.215898
9,Up,476550,0.065725,-2.263803,-3.749597
9,Up,476560,0.069718,-1.680729,-2.959311
9,Up,476570,0.207649,-1.224947,-1.830266
9,Up,476580,0.381836,-0.914019,-0.829830
9,Up,476590,0.471781,-0.377957,0.630877
9,Up,476600,0.597004,0.048501,1.617197
9,Up,476610,0.492685,0.408600,2.046121
9,Up,476620,0.219976,0.757011,2.287636
9,Up,476630,0.097290,0.879824,2.280935
9,Up,476640,0.208295,1.019263,2.536261
9,Up,476650,0.169613,1.048491,2.776948
9,Up,476660,-0.320994,1.135379,3.216469
9,Up,476670,-0.450441,1.111609,3.183504
9,Up,476680,-0.513039,1.193128,2.953918
9,Up,476690,-0.549132,1.205816,2.387005
9,Up,476700,-0.480920,1.213193,1.688984
9,Up,476710,-0.490405,1.143472,1.262815
9,Up,476720,-0.288584,0.959557,0.977031
9,Up,476730,-0.148995,0.909589,1.025767
9,Up,476740,0.040379,0.825924,1.192669
9,Up,476750,0.198353,0.621043,1.410960
9,Up,476760,0.193306,0.619794,1.593250
9,Up,476770,-0.099592,0.717299,1.960464
9,Up,476780,-0.264042,0.624670,1.820258
9,Up,476790,-0.362577,0.660005,1.455468
9,Up,476800,-0.346639,0.632047,0.878911
9,Up,476810,-0.100635,0.561604,0.653560
9,Up,476820,0.270576,0.515757,0.637484
